date,day_of_data,day_of_week,direction_of_travel_name,fips_state_code,functional_classification_name,month_of_data,station_id,traffic_volume_counted_after_0000_to_0100,traffic_volume_counted_after_0100_to_0200,traffic_volume_counted_after_0200_to_0300,traffic_volume_counted_after_0300_to_0400,traffic_volume_counted_after_0400_to_0500,traffic_volume_counted_after_0500_to_0600,traffic_volume_counted_after_0600_to_0700,traffic_volume_counted_after_0700_to_0800,traffic_volume_counted_after_0800_to_0900,traffic_volume_counted_after_0900_to_1000,traffic_volume_counted_after_1000_to_1100,traffic_volume_counted_after_1100_to_1200,traffic_volume_counted_after_1200_to_1300,traffic_volume_counted_after_1300_to_1400,traffic_volume_counted_after_1400_to_1500,traffic_volume_counted_after_1500_to_1600,traffic_volume_counted_after_1600_to_1700,traffic_volume_counted_after_1700_to_1800,traffic_volume_counted_after_1800_to_1900,traffic_volume_counted_after_1900_to_2000,traffic_volume_counted_after_2000_to_2100,traffic_volume_counted_after_2100_to_2200,traffic_volume_counted_after_2200_to_2300,traffic_volume_counted_after_2300_to_2400,year_of_data,month_name_of_data,day_name_of_week,sum_of_traffic_on_this_date,state_names,state_names_full
5/7/15,7,5,South,48,Rural,5,290,60,50,44,45,61,130,223,420,392,392,380,386,382,437,403,450,507,499,363,196,221,165,130,84,15,May,Thursday,6420,TX,Texas
5/7/15,7,5,North,13,Rural,5,13,73,46,52,53,118,217,312,489,527,593,606,842,839,963,982,1156,1141,1091,870,639,584,791,563,234,15,May,Thursday,13781,GA,Georgia
5/7/15,7,5,East,39,Urban,5,605,30,15,20,24,39,108,267,449,469,407,396,372,266,185,322,249,253,352,163,297,106,56,51,83,15,May,Thursday,4979,OH,Ohio
5/7/15,7,5,South,55,Rural,5,690001,0,0,1,0,2,11,18,61,38,57,61,71,66,66,96,77,102,53,40,22,17,6,4,4,15,May,Thursday,873,WI,Wisconsin
5/7/15,7,5,North,39,Urban,5,554,43,33,23,46,113,402,896,1338,845,610,555,490,564,566,708,832,854,787,482,369,273,257,192,101,15,May,Thursday,11379,OH,Ohio
5/7/15,7,5,North,55,Rural,5,250006,3,2,4,6,26,58,113,127,86,61,69,66,70,76,78,65,105,76,68,43,21,16,18,4,15,May,Thursday,1261,WI,Wisconsin
5/7/15,7,5,West,53,Urban,5,R044WA,25,4,6,6,12,63,98,106,147,127,148,166,192,217,299,449,471,404,296,244,193,146,87,49,15,May,Thursday,3955,WA,Washington
5/8/15,8,6,North,1,Urban,5,714,2,7,6,13,15,30,86,176,138,114,123,139,148,136,170,181,155,141,99,66,55,36,27,18,15,May,Friday,2081,AL,Alabama
5/8/15,8,6,East,29,Rural,5,7602,274,188,166,145,144,156,235,286,441,424,490,551,599,596,715,653,644,677,698,641,537,471,450,458,15,May,Friday,10639,MO,Missouri
5/8/15,8,6,North-South or Northeast-Southwest combined (ATR stations only),45,Rural,5,65,4,9,1,2,8,21,34,47,41,50,71,64,67,87,88,82,90,87,63,51,54,21,20,13,15,May,Friday,1075,SC,South Carolina
5/9/15,9,7,East,28,Urban,5,620250,20,21,17,26,16,16,49,94,112,104,122,108,146,166,149,192,178,167,109,106,93,100,61,33,15,May,Saturday,2205,MS,Mississippi
5/9/15,9,7,South,55,Urban,5,530001,86,51,54,65,73,66,176,329,483,613,760,731,741,739,777,748,738,644,514,443,364,259,205,137,15,May,Saturday,9796,WI,Wisconsin
5/9/15,9,7,East,39,Urban,5,728,102,60,63,38,92,170,358,495,641,696,799,865,875,833,828,922,922,881,819,588,493,433,335,221,15,May,Saturday,12529,OH,Ohio
5/9/15,9,7,North,36,Rural,5,2380,12,6,1,4,5,16,44,88,125,154,201,240,176,214,210,179,153,161,113,106,58,52,30,14,15,May,Saturday,2362,NY,New York
5/10/15,10,1,North,10,Rural,5,8024,28,26,7,9,24,36,43,58,113,180,250,218,220,210,198,187,177,183,173,216,192,100,56,30,15,May,Sunday,2934,DE,Delaware
5/10/15,10,1,East,39,Rural,5,621,6,8,3,3,0,2,1,12,11,22,35,48,85,61,58,74,66,89,125,67,30,20,5,10,15,May,Sunday,841,OH,Ohio
5/10/15,10,1,East,17,Rural,5,1620,38,37,17,9,9,34,42,84,158,193,253,276,293,290,298,263,221,201,208,153,146,64,45,25,15,May,Sunday,3357,IL,Illinois
5/10/15,10,1,East,15,Urban,5,1162,80,68,63,46,105,229,374,352,533,648,741,710,679,657,636,606,616,522,452,329,298,247,170,82,15,May,Sunday,9243,HI,Hawaii
5/10/15,10,1,South,12,Rural,5,530247,22,9,12,6,11,9,38,24,42,60,80,93,121,137,139,108,118,128,118,112,61,32,24,9,15,May,Sunday,1513,FL,Florida
5/11/15,11,2,South,19,Rural,5,281,3,0,0,0,4,49,111,110,55,76,80,83,70,69,75,102,99,80,38,18,24,7,5,8,15,May,Monday,1166,IA,Iowa
5/11/15,11,2,West,36,Urban,5,580,535,335,311,472,942,1564,1072,632,738,1379,1377,1341,1471,1468,1511,1620,1547,1652,1598,1492,1473,1356,1137,792,15,May,Monday,27815,NY,New York
5/11/15,11,2,North,53,Urban,5,R090NA,11,7,12,21,59,188,306,423,293,140,147,122,134,136,175,218,187,193,149,93,70,70,53,25,15,May,Monday,3232,WA,Washington
5/11/15,11,2,East,29,Urban,5,4042,321,217,140,150,207,393,937,1587,1506,1270,1142,1042,1029,1033,1113,1146,1176,1251,1154,999,788,646,596,416,15,May,Monday,20259,MO,Missouri
5/11/15,11,2,East,30,Rural,5,57,16,24,6,10,11,17,37,71,91,113,108,137,94,115,150,127,129,133,87,75,51,51,25,29,15,May,Monday,1707,MT,Montana
5/11/15,11,2,East,8,Rural,5,209,3,2,10,17,45,117,194,225,152,97,119,106,114,127,120,131,171,159,146,83,46,31,14,11,15,May,Monday,2240,CO,Colorado
5/12/15,12,3,South,40,Urban,5,AVC068,189,100,115,108,219,527,1212,1596,1347,1115,1114,1126,1178,1193,1364,1662,1673,1519,1148,914,808,555,468,270,15,May,Tuesday,21520,OK,Oklahoma
5/12/15,12,3,North,48,Rural,5,10,34,18,13,22,28,34,81,171,119,139,143,131,147,179,196,204,207,238,166,112,84,73,48,35,15,May,Tuesday,2622,TX,Texas
5/12/15,12,3,West,55,Rural,5,40002,6,10,10,10,21,40,93,114,113,130,137,124,150,125,139,117,119,104,63,70,32,20,13,7,15,May,Tuesday,1767,WI,Wisconsin
5/12/15,12,3,East,53,Rural,5,R039AA,11,2,3,1,15,37,73,91,105,191,208,244,188,175,227,431,188,112,95,65,47,38,16,28,15,May,Tuesday,2591,WA,Washington
5/12/15,12,3,North,10,Rural,5,8033,52,41,41,44,73,146,363,390,341,264,221,241,251,228,273,385,422,389,283,254,190,151,109,59,15,May,Tuesday,5211,DE,Delaware
5/12/15,12,3,South,36,Urban,5,9122,50,26,23,20,31,93,357,611,718,657,705,525,757,739,678,762,747,704,633,510,333,218,146,96,15,May,Tuesday,10139,NY,New York
5/13/15,13,4,South,35,Urban,5,LC0800,18,7,14,12,39,143,144,205,213,170,210,231,240,285,230,273,282,313,226,167,131,89,47,31,15,May,Wednesday,3720,NM,New Mexico
5/13/15,13,4,North,51,Urban,5,781222,31,19,31,20,48,132,252,301,205,170,148,151,180,178,172,218,228,217,206,130,104,78,81,63,15,May,Wednesday,3363,VA,Virginia
5/13/15,13,4,North,12,Urban,5,970406,37,18,20,18,25,72,214,332,280,264,281,246,282,249,296,317,332,330,235,174,100,102,82,51,15,May,Wednesday,4357,FL,Florida
5/13/15,13,4,North,44,Urban,5,8137,260,132,98,104,214,709,1687,2770,2604,1910,1642,1822,1826,2016,2494,3191,3642,3553,2316,1613,1456,975,684,544,15,May,Wednesday,38262,RI,Rhode Island
5/13/15,13,4,East,13,Rural,5,209,15,9,5,10,22,71,136,180,126,110,123,150,128,136,181,241,300,259,152,99,86,55,35,26,15,May,Wednesday,2655,GA,Georgia
5/13/15,13,4,West,28,Rural,5,420190,45,23,17,17,37,99,255,619,265,288,292,294,338,340,409,429,395,421,284,195,187,137,100,81,15,May,Wednesday,5567,MS,Mississippi
5/14/15,14,5,North,29,Rural,5,8131,36,32,30,38,70,134,288,402,454,524,529,490,415,475,476,556,614,573,381,337,282,271,189,92,15,May,Thursday,7688,MO,Missouri
5/14/15,14,5,North,51,Urban,5,20241,67,51,52,41,109,226,491,1001,893,667,597,605,622,679,678,821,866,1000,879,577,418,310,178,110,15,May,Thursday,11938,VA,Virginia
5/14/15,14,5,South,16,Urban,5,246,11,4,3,7,10,31,91,206,270,185,177,148,178,217,229,268,255,302,289,148,108,71,33,15,15,May,Thursday,3256,ID,Idaho
5/14/15,14,5,South,12,Urban,5,930174,19,16,56,7,18,148,465,405,431,585,476,564,553,578,690,943,714,976,734,422,290,259,125,51,15,May,Thursday,9525,FL,Florida
5/15/15,15,6,West,48,Urban,5,2403,37,28,31,26,45,119,186,221,221,220,249,263,277,331,342,351,371,340,280,190,182,154,114,76,15,May,Friday,4654,TX,Texas
5/15/15,15,6,South,56,Rural,5,144,0,1,0,0,7,17,42,41,53,28,17,27,14,21,15,21,24,17,19,12,8,4,1,6,15,May,Friday,395,WY,Wyoming
5/15/15,15,6,South,51,Rural,5,180008,389,313,313,346,488,650,1013,1469,1419,1677,1771,1940,1891,2082,2258,2282,2295,2369,1827,1622,1362,1131,855,665,15,May,Friday,32427,VA,Virginia
5/15/15,15,6,North,44,Urban,5,70113,93,43,15,9,39,113,410,980,827,535,515,514,623,607,732,897,907,900,706,494,422,351,314,217,15,May,Friday,11263,RI,Rhode Island
5/15/15,15,6,North,12,Rural,5,280018,105,81,70,71,106,165,246,383,406,455,465,515,524,578,555,508,551,560,454,345,290,253,212,166,15,May,Friday,8064,FL,Florida
5/15/15,15,6,South,26,Rural,5,238869,134,104,91,99,118,245,505,682,789,831,1044,1058,1034,1034,1170,1249,1423,1436,1177,837,636,534,380,285,15,May,Friday,16895,MI,Michigan
5/15/15,15,6,South,37,Rural,5,0W7501,92,66,47,74,122,187,371,567,638,725,844,842,838,820,887,1072,1023,1085,857,622,466,399,337,214,15,May,Friday,13195,NC,North Carolina
5/16/15,16,7,North,44,Urban,5,260084,162,138,112,63,124,207,279,350,442,494,543,584,651,639,610,621,614,590,484,420,334,338,299,214,15,May,Saturday,9312,RI,Rhode Island
5/16/15,16,7,South,48,Rural,5,77,15,5,2,2,3,4,6,12,13,34,38,46,51,46,42,38,37,39,47,34,22,22,12,9,15,May,Saturday,579,TX,Texas
5/16/15,16,7,North,49,Urban,5,616,281,159,93,92,97,106,293,591,716,899,969,1054,1128,1199,1164,1086,1301,1187,932,863,820,756,620,368,15,May,Saturday,16774,UT,Utah
5/16/15,16,7,South,53,Rural,5,P14AAA,44,51,10,7,12,13,31,70,85,113,141,145,152,123,129,116,106,104,99,71,61,41,25,17,15,May,Saturday,1766,WA,Washington
5/17/15,17,1,South,55,Rural,5,220002,9,4,9,5,18,15,18,26,36,82,72,122,86,101,98,92,96,77,63,60,39,24,18,16,15,May,Sunday,1186,WI,Wisconsin
5/17/15,17,1,South,16,Rural,5,147,1,2,3,1,4,9,6,17,44,71,79,114,133,107,109,107,117,105,74,61,20,10,5,3,15,May,Sunday,1202,ID,Idaho
5/17/15,17,1,South,53,Rural,5,S841EA,2,5,1,2,3,5,11,26,35,54,92,114,105,105,92,90,79,58,42,33,24,25,15,8,15,May,Sunday,1026,WA,Washington
5/17/15,17,1,South,13,Urban,5,245,88,46,49,27,25,28,43,85,152,162,172,195,288,311,256,235,223,235,240,208,242,159,110,65,15,May,Sunday,3644,GA,Georgia
5/18/15,18,2,East,40,Urban,5,AVC008,39,15,12,13,35,173,607,667,510,368,381,416,459,491,584,989,1315,1517,695,380,277,250,149,151,15,May,Monday,10493,OK,Oklahoma
5/18/15,18,2,South,21,Urban,5,019P97,131,76,52,81,208,561,945,1465,1256,835,762,839,853,888,935,1232,1535,1639,1119,688,553,467,297,181,15,May,Monday,17598,KY,Kentucky
5/18/15,18,2,East,13,Urban,5,248,35,14,8,21,245,490,759,766,392,275,360,326,356,404,482,555,731,835,487,278,213,178,97,46,15,May,Monday,8353,GA,Georgia
5/19/15,19,3,West,39,Rural,5,783,3,6,4,14,26,103,226,240,185,140,146,131,137,158,150,167,184,188,121,71,65,60,32,11,15,May,Tuesday,2568,OH,Ohio
5/19/15,19,3,East,48,Urban,5,9221,560,385,381,484,969,3021,5587,7558,5769,4290,3619,3489,3498,3385,3542,3231,4116,4720,4046,2939,2261,1932,1359,904,15,May,Tuesday,72045,TX,Texas
5/19/15,19,3,North,10,Rural,5,8089,14,11,19,18,82,183,446,866,860,778,785,701,740,663,717,680,642,606,531,292,225,148,113,60,15,May,Tuesday,10180,DE,Delaware
5/19/15,19,3,West,19,Rural,5,258,21,17,11,14,33,58,168,243,232,221,211,213,199,190,199,307,346,310,218,129,149,115,79,44,15,May,Tuesday,3727,IA,Iowa
5/20/15,20,4,South,51,Rural,5,180032,326,275,255,240,297,507,854,1111,1299,1303,1549,1462,1490,1559,1747,1904,1769,1812,1393,1129,1008,873,741,525,15,May,Wednesday,25428,VA,Virginia
5/20/15,20,4,East,15,Urban,5,000C4K,97,63,65,108,262,542,652,521,563,573,586,498,515,554,534,482,464,488,434,382,384,355,277,138,15,May,Wednesday,9537,HI,Hawaii
5/20/15,20,4,South,49,Urban,5,629,250,137,75,89,165,463,1107,1618,1379,1320,1239,1294,1379,1434,1556,1822,1666,1228,1360,1178,1073,947,627,372,15,May,Wednesday,23778,UT,Utah
5/20/15,20,4,West,26,Urban,5,139529,54,26,37,53,193,366,555,765,458,473,514,553,602,638,818,921,833,745,433,306,231,245,234,120,15,May,Wednesday,10173,MI,Michigan
5/20/15,20,4,East,42,Urban,5,370,29,28,24,25,38,93,244,395,335,280,263,247,295,311,410,540,661,660,363,189,143,95,79,40,15,May,Wednesday,5787,PA,Pennsylvania
5/21/15,21,5,West,39,Urban,5,588,159,118,98,126,241,609,1248,1530,1192,912,923,877,911,963,1015,1025,979,988,822,679,603,519,382,245,15,May,Thursday,17164,OH,Ohio
5/23/15,23,7,East,4,Rural,5,102210,6,4,2,3,1,10,17,52,64,68,82,96,99,87,87,83,61,55,35,29,21,23,9,7,15,May,Saturday,1001,AZ,Arizona
5/23/15,23,7,South,55,Urban,5,130032,118,68,50,36,48,89,226,331,410,510,588,506,474,475,446,422,430,449,453,437,283,254,235,170,15,May,Saturday,7508,WI,Wisconsin
5/23/15,23,7,North,48,Rural,5,339,231,158,136,110,137,194,298,423,552,630,729,713,777,758,698,742,733,704,655,569,407,329,303,182,15,May,Saturday,11168,TX,Texas
5/23/15,23,7,North,13,Rural,5,33,79,47,50,46,38,65,103,145,195,268,279,323,313,275,253,267,281,276,223,196,195,153,127,94,15,May,Saturday,4291,GA,Georgia
5/24/15,24,1,North,48,Rural,5,513,423,267,174,116,150,178,263,365,518,873,1182,1514,1819,1940,1935,2029,1892,1762,1579,1526,1309,1188,1025,809,15,May,Sunday,24836,TX,Texas
5/24/15,24,1,South,39,Urban,5,564,359,186,100,80,69,105,246,300,450,505,675,745,812,894,852,838,826,773,703,659,557,444,373,304,15,May,Sunday,11855,OH,Ohio
5/25/15,25,2,North,36,Urban,5,1511,24,8,7,1,4,12,15,50,88,223,298,414,528,555,491,464,365,303,260,186,138,85,39,24,15,May,Monday,4582,NY,New York
5/25/15,25,2,West,55,Rural,5,480001,41,27,16,21,16,20,32,50,108,261,407,543,662,645,639,583,450,358,275,204,148,78,62,35,15,May,Monday,5681,WI,Wisconsin
5/25/15,25,2,East,53,Rural,5,B04AAA,34,18,8,7,12,22,56,92,169,285,438,614,626,690,749,671,676,518,384,347,207,156,97,49,15,May,Monday,6925,WA,Washington
5/25/15,25,2,North,25,Urban,5,39001,139,90,54,70,37,101,191,271,345,465,518,593,638,632,612,675,634,608,563,501,447,378,265,181,15,May,Monday,9008,MA,Massachusetts
5/25/15,25,2,North,47,Urban,5,4,225,139,125,78,56,69,160,196,235,347,446,682,889,652,664,678,679,629,579,529,472,428,346,278,15,May,Monday,9581,TN,Tennessee
5/26/15,26,3,East,26,Urban,5,829489,766,499,396,388,776,2057,3479,3844,3369,3172,3035,3012,3002,3243,3751,4008,3806,3905,3125,1871,1729,1769,1561,1134,15,May,Tuesday,57697,MI,Michigan
5/27/15,27,4,West,27,Urban,5,212,0,2,0,0,2,0,4,16,99,354,533,602,23,27,26,30,57,47,21,23,20,11,10,6,15,May,Wednesday,1913,MN,Minnesota
5/27/15,27,4,East,39,Urban,5,586,174,81,46,61,116,264,516,846,720,658,637,716,794,826,1012,1435,1564,1670,1198,702,520,386,292,225,15,May,Wednesday,15459,OH,Ohio
5/27/15,27,4,East,56,Urban,5,168,8,15,11,7,5,19,37,67,63,92,102,123,119,117,130,124,124,114,141,90,69,50,35,25,15,May,Wednesday,1687,WY,Wyoming
5/27/15,27,4,East,55,Rural,5,130010,12,8,6,4,8,20,83,158,72,82,107,108,154,190,351,619,1175,1070,357,197,175,128,75,34,15,May,Wednesday,5193,WI,Wisconsin
5/27/15,27,4,South,12,Urban,5,879947,67,48,43,57,105,185,467,641,607,489,487,443,465,459,479,477,509,525,445,304,260,202,186,120,15,May,Wednesday,8070,FL,Florida
5/28/15,28,5,North,16,Urban,5,110,9,9,12,12,40,151,340,443,315,211,191,197,197,169,197,279,210,224,173,134,120,86,55,32,15,May,Thursday,3806,ID,Idaho
5/28/15,28,5,North,17,Rural,5,2100,11,10,6,8,37,70,94,91,102,96,107,92,112,121,129,113,142,125,93,88,72,41,22,11,15,May,Thursday,1793,IL,Illinois
5/28/15,28,5,South,33,Urban,5,5,16,15,13,35,102,374,691,771,573,410,409,391,403,398,465,496,497,453,332,249,203,127,88,34,15,May,Thursday,7545,NH,New Hampshire
5/29/15,29,6,North,39,Urban,5,709,7,1,3,4,7,29,63,66,69,65,57,82,92,94,136,118,148,226,113,61,23,15,16,4,15,May,Friday,1499,OH,Ohio
5/29/15,29,6,East,12,Urban,5,870108,236,97,42,42,106,387,1196,1542,1401,1217,1097,1079,1016,1100,1200,1067,1179,1177,1281,961,809,713,739,546,15,May,Friday,20230,FL,Florida
5/29/15,29,6,West,41,Urban,5,26001,137,110,86,88,163,378,518,631,666,759,922,1027,1235,1339,1472,1516,1335,1395,1261,1043,901,687,434,254,15,May,Friday,18357,OR,Oregon
5/29/15,29,6,East,40,Rural,5,WIM016,46,34,39,52,200,355,338,315,299,377,352,349,356,400,457,481,505,475,335,280,206,172,122,101,15,May,Friday,6646,OK,Oklahoma
5/30/15,30,7,South,48,Urban,5,156,2096,1275,1184,744,720,1495,3136,3867,5179,4768,5478,5978,6440,6576,5925,5937,5147,4615,4752,4131,3093,2746,2573,2215,15,May,Saturday,90070,TX,Texas
5/30/15,30,7,North,47,Urban,5,540,38,21,16,4,12,16,71,75,113,116,166,195,270,281,231,203,181,186,182,144,146,129,106,77,15,May,Saturday,2979,TN,Tennessee
5/30/15,30,7,East,12,Urban,5,930101,55,26,19,18,26,64,160,270,393,384,431,473,510,507,470,476,472,443,433,315,252,225,171,101,15,May,Saturday,6694,FL,Florida
5/30/15,30,7,West,39,Urban,5,753,108,57,38,18,29,57,136,165,219,288,262,338,359,350,369,381,394,375,332,286,239,285,229,165,15,May,Saturday,5479,OH,Ohio
5/31/15,31,1,South,51,Urban,5,90292,512,306,217,189,214,368,491,582,915,1309,1643,1882,2187,2322,2296,2412,2234,2026,1895,1683,1235,962,705,440,15,May,Sunday,29025,VA,Virginia
5/31/15,31,1,West,51,Urban,5,150076,667,322,234,190,178,363,587,969,1209,1805,2250,2468,2693,2677,2826,2594,2535,2348,2373,2012,1681,1288,985,600,15,May,Sunday,35854,VA,Virginia
5/31/15,31,1,East,19,Rural,5,313,8,1,1,1,0,0,2,5,14,19,16,28,23,25,19,24,18,23,16,16,9,4,4,2,15,May,Sunday,278,IA,Iowa
5/31/15,31,1,South,1,Urban,5,138,101,60,44,43,43,53,119,227,332,542,713,765,891,895,931,859,766,759,617,478,372,210,138,88,15,May,Sunday,10046,AL,Alabama
5/31/15,31,1,North,55,Rural,5,380237,16,10,8,7,10,15,43,89,93,150,184,213,177,189,198,204,166,195,160,140,103,43,38,25,15,May,Sunday,2476,WI,Wisconsin
5/31/15,31,1,South,35,Rural,5,K10500,0,0,0,0,0,1,1,1,1,4,4,4,4,1,2,2,8,1,3,1,0,0,0,1,15,May,Sunday,39,NM,New Mexico
6/1/15,1,2,East,9,Urban,6,9024,441,307,205,247,343,716,1545,2134,2084,1787,1996,2208,2315,2347,2727,3195,2844,3127,2947,2192,1379,972,768,546,15,June,Monday,39372,CT,Connecticut
6/1/15,1,2,South,26,Urban,6,829699,97,38,25,37,197,196,447,595,471,486,444,572,545,506,806,1211,1336,1255,661,468,319,256,169,119,15,June,Monday,11256,MI,Michigan
6/1/15,1,2,South,10,Urban: Collector,6,8054,67,43,24,29,74,205,371,573,511,486,493,487,488,443,478,588,575,525,444,346,227,177,144,121,15,June,Monday,7919,DE,Delaware
6/1/15,1,2,North,49,Urban,6,612,76,45,23,38,78,175,338,473,504,535,624,653,728,656,785,920,996,984,924,669,461,356,246,134,15,June,Monday,11421,UT,Utah
6/2/15,2,3,North,46,Rural,6,604,3,3,0,1,7,16,39,86,77,69,69,74,71,53,85,74,78,103,54,65,42,19,17,3,15,June,Tuesday,1108,SD,South Dakot
6/2/15,2,3,North,27,Rural,6,211,0,2,0,0,0,8,8,13,19,15,12,14,11,16,18,32,31,28,10,9,8,6,1,2,15,June,Tuesday,263,MN,Minnesota
6/2/15,2,3,North,36,Urban,6,1780,8,5,0,1,3,14,54,164,128,95,94,93,109,119,153,199,242,236,131,70,47,32,26,14,15,June,Tuesday,2037,NY,New York
6/3/15,3,4,North,53,Urban,6,R060NA,149,114,115,231,622,1221,1499,1485,1433,1337,1339,1284,1351,1354,1389,1445,1529,1563,1046,845,776,655,443,264,15,June,Wednesday,23489,WA,Washington
6/3/15,3,4,Northwest,16,Urban,6,136,54,25,16,16,26,41,148,326,326,283,295,387,432,434,448,522,614,556,378,290,226,183,116,79,15,June,Wednesday,6221,ID,Idaho
6/3/15,3,4,West,51,Rural,6,840078,176,113,90,119,197,511,1085,1631,1476,1373,1301,1268,1329,1436,1554,1699,2312,2724,1774,1113,879,718,401,323,15,June,Wednesday,25602,VA,Virginia
6/3/15,3,4,West,22,Urban,6,8,46,18,15,21,23,93,187,316,304,287,272,318,368,375,486,674,916,853,454,342,320,252,124,74,15,June,Wednesday,7138,LA,Louisiana
6/3/15,3,4,East,22,Urban,6,84,130,104,84,82,205,603,941,1118,1008,1002,970,906,970,1023,1111,1003,923,954,774,535,467,332,267,179,15,June,Wednesday,15691,LA,Louisiana
6/4/15,4,5,South,6,Urban,6,35530,167,112,97,122,301,603,728,877,1017,900,1019,1073,1144,1247,1260,1256,1319,1330,1013,821,744,752,607,360,15,June,Thursday,18869,CA,California
6/5/15,5,6,East,20,Rural,6,82ATI7,1,0,2,3,2,7,17,22,37,35,34,37,34,46,38,31,41,28,19,26,20,16,11,8,15,June,Friday,515,KS,Kansas
6/5/15,5,6,South,23,Rural,6,50700,1,1,0,1,5,9,24,15,30,59,43,38,19,36,35,42,31,27,15,8,9,9,32,0,15,June,Friday,489,ME,Maine
6/5/15,5,6,North,27,Rural,6,222,4,3,1,6,10,16,28,41,79,90,108,121,127,128,143,173,177,193,226,216,195,83,61,23,15,June,Friday,2252,MN,Minnesota
6/5/15,5,6,North,17,Urban,6,1310,104,51,58,52,154,548,1319,1453,1120,773,699,499,669,457,804,1063,1085,1095,895,690,534,494,397,238,15,June,Friday,15251,IL,Illinois
6/5/15,5,6,North,31,Urban,6,17,334,239,211,240,395,845,2329,3540,2724,2215,2098,2156,2181,2333,2583,2937,3180,3369,2596,1680,1304,1169,1027,927,15,June,Friday,42612,NE,Nebraska
6/6/15,6,7,North,6,Rural,6,51480,19,15,19,44,103,139,163,285,339,359,408,430,408,412,344,347,360,243,171,197,202,146,110,30,15,June,Saturday,5293,CA,California
6/6/15,6,7,North,39,Urban,6,709,58,61,45,39,26,100,168,197,244,263,291,343,324,347,315,332,378,453,290,228,164,167,125,80,15,June,Saturday,5038,OH,Ohio
6/6/15,6,7,South,4,Urban,6,100971,131,100,81,59,128,215,270,459,612,738,856,996,1022,994,976,962,912,887,768,642,530,454,389,317,15,June,Saturday,13498,AZ,Arizona
6/7/15,7,1,North,16,Rural,6,21,59,28,17,17,21,33,88,165,202,294,376,454,449,459,419,378,349,332,286,229,188,143,97,60,15,June,Sunday,5143,ID,Idaho
6/7/15,7,1,South,21,Urban,6,008P63,288,200,118,136,116,197,270,344,485,628,871,927,1093,1144,1128,1035,1062,953,907,838,679,534,385,320,15,June,Sunday,14658,KY,Kentucky
6/7/15,7,1,South,6,Rural,6,66310,675,476,375,329,418,474,742,1111,1566,2144,2631,3019,3271,3532,3854,3880,3800,3580,3165,2993,2374,1952,1589,1182,15,June,Sunday,49132,CA,California
6/7/15,7,1,North,39,Rural,6,710,27,16,19,7,10,17,26,47,73,119,158,128,174,187,156,164,168,161,143,126,106,60,28,20,15,June,Sunday,2140,OH,Ohio
6/8/15,8,2,South,44,Urban,6,8124,215,93,48,62,162,503,1683,2576,2491,1838,1571,1806,1597,1606,1971,2642,2856,2965,2037,1274,1097,897,546,330,15,June,Monday,32866,RI,Rhode Island
6/8/15,8,2,South,56,Urban,6,54,5,4,2,5,11,34,60,26,34,37,39,41,52,47,50,99,77,111,52,40,26,18,9,4,15,June,Monday,883,WY,Wyoming
6/9/15,9,3,North,24,Urban,6,0P0071,1178,924,663,601,936,2350,4820,6836,6363,5366,4728,4585,5004,5033,5824,6260,6506,6725,6729,5301,3606,3071,2387,2043,15,June,Tuesday,97839,MD,Maryland
6/9/15,9,3,North,40,Rural,6,AVC031,10,9,6,6,7,13,29,28,64,63,149,148,94,128,179,174,129,148,80,58,61,36,30,17,15,June,Tuesday,1666,OK,Oklahoma
6/10/15,10,4,West,8,Rural,6,107900,26,20,13,23,100,324,669,759,542,462,402,402,399,368,369,395,444,436,331,215,194,113,75,49,15,June,Wednesday,7130,CO,Colorado
6/10/15,10,4,West,32,Rural,6,12150,25,12,26,35,64,148,175,183,205,159,196,194,210,197,221,245,248,248,130,94,81,57,33,46,15,June,Wednesday,3232,NV,Nevada
6/10/15,10,4,West,33,Rural,6,15016,1,6,8,11,45,85,204,260,195,175,160,161,141,148,174,245,228,172,111,95,95,69,28,16,15,June,Wednesday,2833,NH,New Hampshire
6/10/15,10,4,East,13,Urban,6,95,95,68,52,102,409,655,913,1002,739,621,586,656,681,696,746,867,958,1019,765,567,487,461,297,234,15,June,Wednesday,13676,GA,Georgia
6/10/15,10,4,North,55,Rural,6,426111,8,7,15,5,11,29,67,95,111,88,80,95,114,134,145,205,249,235,150,100,76,66,43,18,15,June,Wednesday,2146,WI,Wisconsin
6/11/15,11,5,Northwest,16,Rural,6,19,9,15,13,15,27,49,72,85,91,69,90,88,84,85,88,77,85,63,39,33,19,15,5,0,15,June,Thursday,1216,ID,Idaho
6/11/15,11,5,South,32,Urban,6,312390,22,12,8,15,34,122,415,598,421,337,318,342,361,366,423,522,635,654,317,211,180,145,85,44,15,June,Thursday,6587,NV,Nevada
6/11/15,11,5,North,19,Urban,6,821,5,1,2,5,13,22,63,92,85,81,60,76,86,80,85,78,73,72,68,53,50,33,15,10,15,June,Thursday,1208,IA,Iowa
6/11/15,11,5,North,12,Urban,6,930174,232,110,82,100,184,310,650,1252,1350,1008,1003,1072,1080,1100,1141,1171,1464,1598,1184,962,742,679,537,376,15,June,Thursday,19387,FL,Florida
6/11/15,11,5,North,9,Urban,6,9032,446,279,297,296,455,973,1963,2848,2779,2379,2413,2724,2962,3013,3212,3284,3400,3421,3106,2214,1923,1614,1144,616,15,June,Thursday,47761,CT,Connecticut
